scenario_id,device_a_coordinates,device_b_coordinates,link_distance_m,noise_dbm,noise_floor_dbm,rssi_dbm,snr_db,tx_power_dbm,channel_bandwidth_mhz,channel_utilization_pct,available_channels_mhz,spectral_scan_dbm,fresnel_clear_pct,weather_temp_c,weather_humidity_pct,weather_condition,image_obstruction_detected,image_obstruction_type,environment_type,area_density,recommended_channel_mhz,expected_throughput_mbps
10,"[33.667301152636995, 36.633173211193856, 416.97139503765317]","[33.60885841283857, 36.72177686093971, 208.69796122995447]",10464.831386605405,-91.71100104678267,-95.78624645100697,-101.00785804068997,-7.891054773668031,23.590362367205273,80,69.14180242610817,"[4945, 5035, 5045, 5125, 5230, 5235, 5340, 5455, 5640, 5660, 6020]","{""4945"": -86.7062043660916, ""5035"": -90.53395720584935, ""5045"": -88.9812533662177, ""5125"": -86.35453553313839, ""5230"": -89.3164064553465, ""5235"": -87.58917311469898, ""5340"": -87.09295117677432, ""5455"": -89.64529796428545, ""5640"": -88.34419029101102, ""5660"": -93.11680326702194, ""6020"": -89.79148371891975}",53.9301530511502,13.727900992544825,69.50248870614718,Clear,True,Building,Urban,Medium,5660,0.21472000502825422
11,"[34.81862655991843, 36.02284611933896, 349.7499128435308]","[34.84160297296741, 35.94926287118053, 639.3628290315827]",7185.778262727234,-105.06955184961434,-105.62934233862482,-74.24345703951164,29.385885299113184,23.284753698225447,80,12.543866101753652,"[4900, 5055, 5060, 5115, 5120, 5145, 5165, 5170, 5265, 5275, 5280, 5285, 5295, 5300, 5310, 5315, 5385, 5415, 5420, 5435, 5450, 5465, 5495, 5505, 5545, 5550, 5600, 5605, 5625, 5640, 5675, 5685, 5735, 5740, 5745, 5750, 5760, 5765, 5790, 5820, 5840, 5855, 5900, 5905, 5970, 5985, 6040, 6050, 6055]","{""4900"": -103.00468527757427, ""5055"": -103.62934233862482, ""5060"": -100.17721609458708, ""5115"": -103.62934233862482, ""5120"": -103.28589978053, ""5145"": -102.42972218455539, ""5165"": -100.46392311688535, ""5170"": -103.62934233862482, ""5265"": -100.8810874222521, ""5275"": -102.61048345895514, ""5280"": -103.62934233862482, ""5285"": -101.93267783908962, ""5295"": -102.32724350712432, ""5300"": -103.52615836622272, ""5310"": -102.5211299229995, ""5315"": -103.20380344577717, ""5385"": -102.45555703260766, ""5415"": -101.63263703870297, ""5420"": -100.2468078262665, ""5435"": -103.62934233862482, ""5450"": -99.42628298850013, ""5465"": -103.62934233862482, ""5495"": -102.8535106930379, ""5505"": -101.74335724075766, ""5545"": -102.20434524888198, ""5550"": -103.55988233021542, ""5600"": -102.93801642602044, ""5605"": -103.36533445247278, ""5625"": -103.50988018590085, ""5640"": -101.351429904953, ""5675"": -102.09030982153696, ""5685"": -103.62934233862482, ""5735"": -101.27643323733466, ""5740"": -102.16488376916962, ""5745"": -101.40653987222609, ""5750"": -101.68138978759912, ""5760"": -103.62934233862482, ""5765"": -103.46610461077998, ""5790"": -101.50489264279963, ""5820"": -101.71027765233434, ""5840"": -102.65718544143076, ""5855"": -102.44984197552135, ""5900"": -100.7093357068019, ""5905"": -103.51319013373828, ""5970"": -101.80518697872948, ""5985"": -102.92912202913537, ""6040"": -102.95235485532537, ""6050"": -100.97766777250375, ""6055"": -101.38770852700249}",89.04000014200844,32.90601087590488,58.99402614249391,Clear,False,None,Rural,Medium,5055,599.6786835575384
12,"[35.45527039360999, 36.50227627508146, 607.1521251486645]","[35.37266259340918, 36.41201525489944, 26.860722015509577]",12299.658302534122,-102.58967535937114,-105.66150309851315,-85.56543993462675,18.036818418859582,17.993057257530754,40,16.082197123462862,"[5035, 5125, 5180, 5440, 5860, 5885, 5895, 6000, 6030, 6040]","{""5035"": -101.15466287463516, ""5125"": -100.41670911790463, ""5180"": -102.34342156618699, ""5440"": -101.35199787169367, ""5860"": -102.84032746352631, ""5885"": -101.88867779990346, ""5895"": -102.57014191018764, ""6000"": -102.22943338114705, ""6030"": -101.48219179048075, ""6040"": -103.60225835348633}",96.52734008500295,23.729876733851963,93.79520170863886,Cloudy,False,None,Rural,Low,6040,59.684773091102905
13,"[34.672217382100186, 36.83494002891088, 113.61594627449905]","[34.56221911376729, 36.82433300016035, 480.3630378407519]",12269.703031109866,-99.81962518873497,-104.2026007936216,-82.52293184645283,19.679668947168764,27.944162064665242,160,1.2453142116717064,"[4980, 4995, 5000, 5075, 5090, 5095, 5170, 5195, 5200, 5205, 5215, 5230, 5245, 5250, 5265, 5305, 5320, 5325, 5390, 5420, 5430, 5460, 5495, 5520, 5565, 5590, 5700, 5715, 5785, 5800, 5810, 5860, 5880, 5895, 5940, 5975, 5995, 6075]","{""4980"": -98.96439474315967, ""4995"": -102.2026007936216, ""5000"": -102.2026007936216, ""5075"": -100.36580934643776, ""5090"": -100.91548161574346, ""5095"": -101.16679593110963, ""5170"": -101.16045739279144, ""5195"": -102.12134581595824, ""5200"": -102.2026007936216, ""5205"": -101.98926881939727, ""5215"": -102.2026007936216, ""5230"": -100.64029605656124, ""5245"": -102.2026007936216, ""5250"": -102.2026007936216, ""5265"": -102.2026007936216, ""5305"": -101.48357847527443, ""5320"": -102.2026007936216, ""5325"": -102.2026007936216, ""5390"": -101.73744483944999, ""5420"": -101.73552580002477, ""5430"": -102.2026007936216, ""5460"": -102.2026007936216, ""5495"": -101.7549007506514, ""5520"": -102.2026007936216, ""5565"": -102.2026007936216, ""5590"": -102.2026007936216, ""5700"": -102.2026007936216, ""5715"": -101.63661430829086, ""5785"": -99.88994133126353, ""5800"": -100.81648622188483, ""5810"": -102.2026007936216, ""5860"": -102.1314999685419, ""5880"": -102.2026007936216, ""5895"": -102.13074536067644, ""5940"": -102.2026007936216, ""5975"": -101.61889781618073, ""5995"": -102.2026007936216, ""6075"": -101.3239558853261}",98.37138888715656,39.651861596828326,64.65892388520648,Snow,False,None,Rural,Low,4995,334.63308086017724
14,"[35.71451543502053, 36.16815882840845, 627.4930729156814]","[35.82153504471171, 36.247837201243875, 345.4410208903019]",13902.855938918794,-97.66428070262636,-103.54135318867722,-80.65147057915262,20.889882609524605,25.997363418825355,40,32.560294706643546,"[4930, 4935, 4960, 5005, 5060, 5070, 5110, 5130, 5170, 5180, 5230, 5245, 5255, 5315, 5330, 5385, 5395, 5400, 5415, 5445, 5455, 5480, 5490, 5495, 5520, 5580, 5620, 5655, 5695, 5720, 5745, 5755, 5765, 5825, 5870, 5920, 5935, 5940, 5975, 6010, 6070]","{""4930"": -96.63742124264186, ""4935"": -99.09966983483102, ""4960"": -98.33396202899732, ""5005"": -97.90131362457907, ""5060"": -99.53836031997449, ""5070"": -98.60039088943012, ""5110"": -98.91764101097304, ""5130"": -98.7900154643225, ""5170"": -100.09604428792893, ""5180"": -98.89976435075732, ""5230"": -98.18953217527756, ""5245"": -96.75981420045318, ""5255"": -97.49762337301793, ""5315"": -95.7067559258784, ""5330"": -100.08755095647781, ""5385"": -97.62804865706472, ""5395"": -98.6615166035382, ""5400"": -95.65182521231922, ""5415"": -100.14897704017847, ""5445"": -100.1961123754169, ""5455"": -99.83561858031177, ""5480"": -101.54135318867722, ""5490"": -99.72516214466688, ""5495"": -100.07522860447628, ""5520"": -98.71093893243143, ""5580"": -98.42389564848, ""5620"": -96.1222733533219, ""5655"": -97.51089385486667, ""5695"": -99.80188509563934, ""5720"": -100.28415161916827, ""5745"": -98.19865085488598, ""5755"": -100.9168794226767, ""5765"": -96.1893414633642, ""5825"": -97.1673694310638, ""5870"": -99.64029309030279, ""5920"": -101.50623140578205, ""5935"": -96.90572105089761, ""5940"": -99.10833938002466, ""5975"": -97.07980514418554, ""6010"": -101.32817110033729, ""6070"": -99.8355921465764}",78.64953268223016,9.034794661502021,90.70562430755727,Clear,False,None,Rural,Medium,5480,105.42534878142762
15,"[35.504732744736366, 35.940613672426096, 675.3767136691514]","[35.37035842720934, 36.07618958014067, 205.67883831917462]",19342.132174505776,-94.95856859189556,-99.92925384458482,-95.42424804892478,1.9175930817117433,14.770898837778116,160,27.360541975277307,"[5035, 5045, 5105, 5110, 5175, 5225, 5295, 5370, 5495, 5620, 5675, 5795, 5815, 5855, 5880, 5895, 5945]","{""5035"": -95.73254493698536, ""5045"": -95.66993959591552, ""5105"": -96.4155086937815, ""5110"": -94.80613558804139, ""5175"": -97.34184113063652, ""5225"": -95.95397971409457, ""5295"": -95.55996703899478, ""5370"": -94.96875223547451, ""5495"": -94.6729881694293, ""5620"": -97.42737362431944, ""5675"": -97.92925384458482, ""5795"": -93.82389525371487, ""5815"": -95.24193946859324, ""5855"": -96.86314029139747, ""5880"": -93.41368252327885, ""5895"": -95.56689853512334, ""5945"": -93.97146471046689}",91.39816214208342,25.632468796462803,78.59247872081713,Clear,False,None,Rural,Medium,5175,4.973103780658257
16,"[35.032041860551224, 36.916345676411794, 360.00572515738145]","[35.096546272066064, 36.78914461976471, 623.0999022600174]",13618.887694366249,-93.91781295785893,-98.44527340079746,-123.36282190977433,-26.917548508976864,10.821382604122721,160,31.280660404339137,"[4915, 4985, 5035, 5095, 5125, 5240, 5245, 5335, 5360, 5435, 5450, 5455, 5485, 5495, 5515, 5525, 5545, 5565, 5585, 5655, 5685, 5710, 5725, 5730, 5805, 5835, 5890, 5930, 5950, 5960, 5985, 6005, 6015]","{""4915"": -93.84154284633517, ""4985"": -90.85169868112735, ""5035"": -91.30980930478552, ""5095"": -94.31626679116894, ""5125"": -92.4854641420188, ""5240"": -92.97475664407261, ""5245"": -91.88987323215181, ""5335"": -95.39020575932048, ""5360"": -92.91374337845266, ""5435"": -92.35518383817595, ""5450"": -96.44527340079746, ""5455"": -95.717708337449, ""5485"": -96.44527340079746, ""5495"": -94.34693082011717, ""5515"": -92.86650718475639, ""5525"": -91.68928499030629, ""5545"": -93.83167839782067, ""5565"": -91.4998972500934, ""5585"": -96.01297275577267, ""5655"": -96.44527340079746, ""5685"": -94.02614211679526, ""5710"": -93.36672239504136, ""5725"": -93.99186269059147, ""5730"": -96.44527340079746, ""5805"": -94.07650062771951, ""5835"": -95.89952481920761, ""5890"": -92.93831174520527, ""5930"": -93.39292319930506, ""5950"": -95.35264024794137, ""5960"": -94.71362094445537, ""5985"": -95.53164085128375, ""6005"": -94.03683921436009, ""6015"": -92.51010708769847}",61.58704770182169,27.768071117301297,38.21370354028491,Storm,False,None,Rural,High,5450,0.25349795056404145
17,"[33.83678474757741, 35.90160400038754, 676.6762722351706]","[33.85773964098091, 35.95206054152119, 306.07497480278084]",5209.779469284142,-96.59519959201194,-101.36443965551138,-72.62697530388336,26.282236238487968,27.602146905104604,20,48.85137325304278,"[4920, 5005, 5015, 5050, 5140, 5180, 5195, 5205, 5210, 5220, 5245, 5275, 5290, 5320, 5340, 5350, 5370, 5415, 5420, 5440, 5470, 5480, 5505, 5525, 5575, 5600, 5605, 5610, 5640, 5725, 5745, 5780, 5785, 5795, 5810, 5820, 5850, 5870, 5910, 5985, 6050, 6075, 6090]","{""4920"": -96.93491886477126, ""5005"": -94.70026002199118, ""5015"": -96.25171622282662, ""5050"": -96.64563904366148, ""5140"": -95.6168753351998, ""5180"": -97.00919327889702, ""5195"": -96.28680375328872, ""5205"": -97.25314663415122, ""5210"": -92.50924209589337, ""5220"": -95.40343446731036, ""5245"": -96.50591805725684, ""5275"": -95.13535992916663, ""5290"": -95.6248218698042, ""5320"": -95.78778419456779, ""5340"": -94.53507974520282, ""5350"": -94.320068230197, ""5370"": -96.25208151668375, ""5415"": -96.32005715623498, ""5420"": -95.86890734099542, ""5440"": -98.90921154237132, ""5470"": -97.72911638856579, ""5480"": -93.40601839410117, ""5505"": -92.98887822501602, ""5525"": -95.82988385460251, ""5575"": -94.5914943506843, ""5600"": -94.98945456345265, ""5605"": -90.8380085825851, ""5610"": -93.7769674281161, ""5640"": -95.6482061824891, ""5725"": -96.88964045616859, ""5745"": -97.86599927565432, ""5780"": -95.15113434146711, ""5785"": -96.5908559131944, ""5795"": -97.58971035966447, ""5810"": -96.42618912163174, ""5820"": -97.07865180068954, ""5850"": -92.92561734265911, ""5870"": -94.13387015984378, ""5910"": -95.46828875724287, ""5985"": -93.23641358693291, ""6050"": -95.34027733379652, ""6075"": -96.74825609726035, ""6090"": -93.17164367936347}",68.48479400718956,3.546473286411514,83.82146272343444,Fog,False,None,Urban,Low,5440,115.89209864345706
18,"[35.22864319091731, 36.901755120786866, 622.6963809557938]","[35.136105482820476, 36.97333651683955, 252.46716613697686]",12173.720824725862,-108.26174742435803,-111.14879597755312,-95.18770898598852,13.9610869915646,16.04535177560871,40,9.83493120582136,"[4915, 4955, 4965, 4980, 5030, 5045, 5060, 5135, 5220, 5260, 5270, 5335, 5410, 5460, 5500, 5510, 5525, 5605, 5630, 5715, 5790, 5860, 5950, 6010, 6015, 6020, 6095]","{""4915"": -107.55363641556042, ""4955"": -109.14879597755312, ""4965"": -108.64750949821283, ""4980"": -109.14879597755312, ""5030"": -109.14879597755312, ""5045"": -106.97273515978995, ""5060"": -105.49787652038222, ""5135"": -109.14879597755312, ""5220"": -107.51754762605155, ""5260"": -109.14879597755312, ""5270"": -109.09268955673446, ""5335"": -109.14879597755312, ""5410"": -109.14879597755312, ""5460"": -108.28921903917018, ""5500"": -109.14879597755312, ""5510"": -107.95631624241766, ""5525"": -108.43735864526111, ""5605"": -108.72042355138703, ""5630"": -109.14879597755312, ""5715"": -109.14879597755312, ""5790"": -107.22891464234878, ""5860"": -107.61062569965084, ""5950"": -109.14879597755312, ""6010"": -108.21300302294357, ""6015"": -107.23492079602973, ""6020"": -109.14879597755312, ""6095"": -107.54696119251751}",89.24498054912432,19.65793284810457,93.24552671622926,Snow,False,None,Rural,Low,4955,23.815832229966425
19,"[33.44759275342096, 36.12567919416913, 276.9327830987938]","[33.59576819023403, 36.01121466283257, 689.1768835669438]",19597.503237162546,-96.42620816750514,-101.13440927727396,-111.11593361882353,-11.981524341549573,18.576596722808517,20,26.636911568828985,"[4900, 4940, 4975, 4990, 4995, 5000, 5025, 5045, 5080, 5090, 5100, 5120, 5150, 5165, 5170, 5185, 5195, 5205, 5235, 5240, 5260, 5265, 5270, 5420, 5440, 5475, 5480, 5500, 5595, 5605, 5650, 5660, 5700, 5725, 5745, 5775, 5780, 5795, 5800, 5845, 5875, 5905, 5910, 5955, 5985, 6055, 6065, 6070, 6080]","{""4900"": -97.99739199018642, ""4940"": -96.14755834887791, ""4975"": -98.14834508658141, ""4990"": -99.13440927727396, ""4995"": -99.13440927727396, ""5000"": -96.93132893177557, ""5025"": -96.61387259918541, ""5045"": -98.35993128942425, ""5080"": -96.04556766360157, ""5090"": -99.13440927727396, ""5100"": -97.10257604973862, ""5120"": -98.81998065141133, ""5150"": -97.98121051347088, ""5165"": -96.93235834479302, ""5170"": -98.29407639969357, ""5185"": -97.58028966811239, ""5195"": -95.49401713794597, ""5205"": -97.86879415605236, ""5235"": -95.74991818366993, ""5240"": -98.69801663375407, ""5260"": -96.20875008489472, ""5265"": -94.8411034207808, ""5270"": -99.13440927727396, ""5420"": -98.19879923497335, ""5440"": -96.13784816099682, ""5475"": -97.30802443083213, ""5480"": -96.44673754171068, ""5500"": -97.90943413184137, ""5595"": -96.87357167055829, ""5605"": -97.23697220485576, ""5650"": -95.25178325927793, ""5660"": -96.62182508681582, ""5700"": -96.49705235865484, ""5725"": -97.62127180095135, ""5745"": -97.73486568787638, ""5775"": -97.65229363349707, ""5780"": -96.41177813820019, ""5795"": -97.63493307299804, ""5800"": -96.56879406642302, ""5845"": -93.89035515379948, ""5875"": -95.6967692966201, ""5905"": -97.4924916500194, ""5910"": -95.20163546852173, ""5955"": -97.61556941129997, ""5985"": -99.13440927727396, ""6055"": -98.51558581814375, ""6065"": -99.13440927727396, ""6070"": -97.5307265778296, ""6080"": -96.97582878298331}",91.02774158792869,24.065662567371838,64.70951340575189,Snow,False,None,Urban,Low,4990,0.03168724382050518
20,"[35.24687316620887, 36.13841409863819, 263.30647653372836]","[35.13417926366128, 36.19501749600182, 631.261648053267]",13545.609400730797,-94.35588379300533,-99.18559292057262,-118.24706690446908,-21.061473983896462,10.51729784776671,40,24.057256050083524,"[4925, 4945, 4950, 5010, 5015, 5030, 5105, 5120, 5130, 5220, 5240, 5255, 5265, 5300, 5310, 5320, 5325, 5345, 5410, 5420, 5425, 5455, 5465, 5480, 5500, 5525, 5530, 5560, 5600, 5635, 5645, 5650, 5710, 5730, 5745, 5755, 5760, 5785, 5865, 5870, 5875, 5940, 5950, 5965, 6045, 6090]","{""4925"": -92.74635646815301, ""4945"": -94.77062137591969, ""4950"": -95.58966322977923, ""5010"": -94.01690406479071, ""5015"": -97.18559292057262, ""5030"": -94.90759059940308, ""5105"": -94.10471464573548, ""5120"": -97.18559292057262, ""5130"": -93.54538137175554, ""5220"": -94.75326782532431, ""5240"": -95.88394430741714, ""5255"": -94.31183963740651, ""5265"": -91.85497314985935, ""5300"": -94.9882130539782, ""5310"": -94.88868155711543, ""5320"": -95.9500537858763, ""5325"": -96.53577899076312, ""5345"": -94.01550871174956, ""5410"": -96.54513817542923, ""5420"": -95.15366308073685, ""5425"": -95.97749860671361, ""5455"": -94.54254269794635, ""5465"": -94.76051927863551, ""5480"": -93.70470252017908, ""5500"": -96.02603703484806, ""5525"": -95.66582483950599, ""5530"": -96.7291580102394, ""5560"": -95.9274523266801, ""5600"": -94.69506169699866, ""5635"": -94.1255295115979, ""5645"": -96.64426042283237, ""5650"": -93.95660355640744, ""5710"": -93.2275556483585, ""5730"": -94.64086008173038, ""5745"": -92.44581871772884, ""5755"": -96.42169623522129, ""5760"": -97.12799449153306, ""5785"": -97.18559292057262, ""5865"": -93.01694596933216, ""5870"": -94.27946395203485, ""5875"": -95.34438944293161, ""5940"": -94.8410594970862, ""5950"": -96.9492460075135, ""5965"": -91.59238446714069, ""6045"": -95.0671806636031, ""6090"": -95.09692024465859}",49.424301854461554,18.20837530921896,57.53541328384442,Rain,True,Vehicle,Rural,High,5015,0.06337448764101036
21,"[35.4747816098061, 35.002302134896226, 783.0838984669839]","[35.46337451330074, 34.86856336050924, 469.0032562523523]",12177.667562028046,-93.3629981092876,-96.86792686986662,-96.22673123156532,-2.4022545250069385,23.965000582443444,20,27.864523080952463,"[4915, 5015, 5100, 5205, 5295, 5420, 5605, 5675, 5705, 5805, 5920]","{""4915"": -91.55011508754238, ""5015"": -91.91725117578535, ""5100"": -92.30293898697172, ""5205"": -93.82447670655839, ""5295"": -91.93156248768643, ""5420"": -89.81572827867788, ""5605"": -90.62063495415796, ""5675"": -90.24898508343134, ""5705"": -93.40558853803721, ""5805"": -94.12317225377829, ""5920"": -92.8274454035399}",86.79947948335592,24.39421088081542,76.73323655416803,Snow,False,None,Rural,High,5205,0.2115477445905309
22,"[35.841182227078065, 36.29541937756752, 142.8041563633536]","[35.9709781450583, 36.232977845646055, 636.3434087836391]",15489.634932061866,-92.91765475922566,-97.71267554862486,-111.25639215954004,-17.16039838561261,24.925850909847952,40,51.94223399087069,"[4900, 5240, 5250, 5260, 5335, 5430, 5545, 5825, 5885, 5905, 5910, 5950, 5990, 6095]","{""4900"": -91.47370946092217, ""5240"": -89.91600955164878, ""5250"": -94.09599377392743, ""5260"": -89.26297135016428, ""5335"": -91.79430867722368, ""5430"": -92.19761843427634, ""5545"": -93.07545339224545, ""5825"": -94.03958183715386, ""5885"": -90.32254095341233, ""5905"": -91.4473198785726, ""5910"": -93.49223817896679, ""5950"": -93.49991498745062, ""5990"": -92.0609738782904, ""6095"": -89.05376454142112}",52.186545303756915,41.071497732358644,82.60429591825208,Fog,False,None,Urban,Medium,5250,0.06337448764101036
23,"[34.339642179129584, 35.96868277110344, 302.5337603611207]","[34.41850398241558, 35.93184578736761, 839.9027688651586]",9398.09824244235,-108.47494389921351,-114.43258511173508,-74.45614190722247,37.976443204512606,24.104557620500053,160,1.6063064115889802,"[4915, 4945, 4995, 5025, 5060, 5080, 5090, 5095, 5235, 5320, 5330, 5405, 5420, 5460, 5480, 5500, 5530, 5540, 5570, 5655, 5695, 5730, 5735, 5745, 5785, 5820, 5900, 5910, 5950, 5980, 6010, 6015, 6040, 6085]","{""4915"": -112.43258511173508, ""4945"": -112.43258511173508, ""4995"": -112.43258511173508, ""5025"": -112.43258511173508, ""5060"": -112.43258511173508, ""5080"": -112.38552289858468, ""5090"": -112.43258511173508, ""5095"": -111.25977105158783, ""5235"": -109.53064645638995, ""5320"": -110.61423305448632, ""5330"": -112.43258511173508, ""5405"": -112.43258511173508, ""5420"": -108.44404089393316, ""5460"": -112.21525294778623, ""5480"": -112.28318666093854, ""5500"": -112.34026822947297, ""5530"": -112.00695345765618, ""5540"": -112.43258511173508, ""5570"": -112.43258511173508, ""5655"": -112.43258511173508, ""5695"": -112.35321050413197, ""5730"": -112.43258511173508, ""5735"": -112.43258511173508, ""5745"": -112.14443525727012, ""5785"": -112.43258511173508, ""5820"": -110.04809111593393, ""5900"": -112.43258511173508, ""5910"": -110.66682032092427, ""5950"": -110.43495281006152, ""5980"": -112.43258511173508, ""6010"": -112.43258511173508, ""6015"": -112.43258511173508, ""6040"": -112.43258511173508, ""6085"": -112.43258511173508}",90.74456273394404,6.223860575813719,93.55809734994457,Cloudy,False,None,Rural,Low,4915,1539.9374640256199
24,"[35.5780265525048, 35.76001879504531, 288.4117327703927]","[35.6436417800717, 35.83783933784562, 785.78280057169]",10135.292555857504,-95.56703182375986,-99.03880359914487,-94.95216456572761,1.7423791368966874,11.968862527663958,20,43.33942510432682,"[4935, 4955, 4970, 5000, 5080, 5085, 5110, 5115, 5120, 5130, 5195, 5205, 5210, 5225, 5275, 5280, 5315, 5355, 5375, 5385, 5425, 5450, 5485, 5490, 5535, 5575, 5620, 5645, 5680, 5690, 5715, 5770, 5785, 5910, 5915, 5925, 6010, 6055]","{""4935"": -95.23751335899746, ""4955"": -90.9432439256633, ""4970"": -92.16813200107754, ""5000"": -91.66431694830749, ""5080"": -92.48914149473387, ""5085"": -95.26522724762457, ""5110"": -94.35842999021838, ""5115"": -92.83758774895685, ""5120"": -95.40484130413664, ""5130"": -92.50215194554015, ""5195"": -93.93213768803592, ""5205"": -94.13388080212312, ""5210"": -92.50520963849348, ""5225"": -92.90525462356966, ""5275"": -94.11309883952734, ""5280"": -91.83265488575235, ""5315"": -95.19324458219857, ""5355"": -92.64774618038233, ""5375"": -92.68199770384615, ""5385"": -94.0359692497697, ""5425"": -93.08245005743555, ""5450"": -95.44831995537668, ""5485"": -92.18560906198837, ""5490"": -93.8490027954632, ""5535"": -94.35573412157729, ""5575"": -91.9981357520434, ""5620"": -94.62816512661286, ""5645"": -95.68434153534406, ""5680"": -95.90659335108458, ""5690"": -92.66263466378027, ""5715"": -95.49229361954315, ""5770"": -90.93945831782217, ""5785"": -96.6945437026243, ""5910"": -91.02696503836367, ""5915"": -93.2551233899948, ""5925"": -93.71671925860431, ""6010"": -94.38902822101215, ""6055"": -92.97294541927062}",82.64197659232542,6.034201425795013,66.30945962020424,Clear,False,None,Rural,High,5785,0.595075101754216
25,"[35.03283265709724, 35.31595124414358, 400.3481563254139]","[34.986502344430164, 35.342222755681505, 576.8501386122109]",5680.215578355407,-105.66924640967063,-108.72016079093167,-81.44151486659193,25.27864592433974,17.17918315154492,80,30.332933758700783,"[4910, 4925, 4960, 5140, 5180, 5190, 5220, 5250, 5265, 5350, 5405, 5535, 5620, 5675, 5690, 5710, 5740, 5775, 5850, 5890, 5895, 5920, 5925, 5960, 5965, 6005, 6040, 6050]","{""4910"": -104.34997814387289, ""4925"": -102.63857326721083, ""4960"": -104.12218461724255, ""5140"": -104.0680734480428, ""5180"": -104.83894440855639, ""5190"": -104.37894452581722, ""5220"": -103.83182343689752, ""5250"": -106.72016079093167, ""5265"": -106.31580422339418, ""5350"": -103.17862994920154, ""5405"": -104.0372279330437, ""5535"": -104.56950109476463, ""5620"": -104.26587519063752, ""5675"": -103.7721535321931, ""5690"": -105.10316561069965, ""5710"": -105.46098317833908, ""5740"": -103.99975820758908, ""5775"": -105.76108525665816, ""5850"": -103.6811469566639, ""5890"": -106.72016079093167, ""5895"": -102.74979263424714, ""5920"": -103.58462986661604, ""5925"": -103.9094814887648, ""5960"": -102.81948961431733, ""5965"": -101.79531442354174, ""6005"": -102.77197099270842, ""6040"": -106.72016079093167, ""6050"": -106.21289154033916}",75.57425846884098,16.471283195385965,71.77351343450968,Fog,False,None,Rural,Medium,5250,413.92666481976323
26,"[33.29149178944685, 36.25491621563346, 40.28320369493156]","[33.378074934649895, 36.11492557500715, 331.5508035604804]",16181.032105005188,-77.7636486829503,-84.77533345660343,-141.89163045042793,-64.78532976660914,17.317150612302477,80,97.23780522571232,"[4995, 5045, 5080, 5185, 5225, 5275, 5330, 5495, 5515, 5760, 5765, 5825, 5855, 5865, 5925, 5930, 5955, 6000, 6010, 6065]","{""4995"": -75.93353690508997, ""5045"": -74.9571724632302, ""5080"": -74.21982050784277, ""5185"": -76.08492475827664, ""5225"": -74.71615889183083, ""5275"": -76.12938343707643, ""5330"": -75.91358574303437, ""5495"": -77.10630068381879, ""5515"": -76.3811589077128, ""5760"": -77.02383594697095, ""5765"": -76.46011891801244, ""5825"": -73.41584634363468, ""5855"": -76.42040737179437, ""5865"": -71.04773594129037, ""5925"": -74.25633218722511, ""5930"": -74.71905485300414, ""5955"": -76.28384570881826, ""6000"": -73.94584421943296, ""6010"": -75.8597657779031, ""6065"": -74.8132943165784}",63.58625622099415,8.870191226570299,26.76000318096642,Cloudy,True,Tree,Urban,High,5495,0.12674897528202073
27,"[35.37204590576681, 35.027837310201804, 485.2322159008079]","[35.35848171408697, 35.07968582476393, 606.7450136291568]",4937.481966440688,-107.60080079287691,-114.67467955459573,-74.08666818148227,38.58801137311346,21.228147644997577,40,4.6960006486265815,"[4945, 4955, 5020, 5045, 5075, 5285, 5420, 5490, 5530, 5710, 5730, 5795, 5950, 6060]","{""4945"": -108.4588726953024, ""4955"": -112.44308935229257, ""5020"": -110.57508951327709, ""5045"": -112.67467955459573, ""5075"": -112.35148223845104, ""5285"": -109.64279854925233, ""5420"": -112.67467955459573, ""5490"": -109.5803266657102, ""5530"": -111.23737159952239, ""5710"": -112.67467955459573, ""5730"": -111.35038789412232, ""5795"": -110.8401678282655, ""5950"": -111.3662845593798, ""6060"": -112.67467955459573}",90.57210461516075,25.011815586639333,48.57691244543565,Snow,False,None,Rural,Low,5045,387.04429413639673
